name;description;isPartOfCourseraPlus;subtitleLanguages;productDifficultyLevels;audiences;enrollments;partners;languages;numProductRatings;allLanguageCodes;avgProductRatings;skills
Поиск структуры в данных;В машинном обучении встречаются задачи, где нужно изучить структуру данных, найти в них скрытые взаимосвязи и закономерности. Например, нам может понадобиться описать каждого клиента банка с помощью меньшего количества переменных — для этого можно использовать методы понижения размерности, основанные на матричных разложениях. Такие методы пытаются сформировать новые признаки на основе старых, сохранив как можно больше информации в данных. Другим примером может служить задача тематического моделирования, в которой для набора текстов нужно построить модель, объясняющую процесс формирования этих текстов из небольшого количества тем.;True;[];Intermediate;;21383;['Moscow Institute of Physics and Technology', 'Yandex', 'E-Learning Development Fund'];Russian;1442;['ru'];4.657420249653259;['Dimensionality Reduction', 'Data Clustering Algorithms', 'Theoretical Computer Science', 'Linear Algebra', 'Mathematics', 'Data Analysis', 'Machine Learning', 'Lambda Calculus', 'Cluster Analysis', 'Algorithms', 'Applied Machine Learning', 'Natural Language Processing', 'Data Mining']
Unsupervised Machine Learning;This course introduces you to one of the main types of Machine Learning: Unsupervised Learning. You will learn how to find insights from data sets that do not have a target or labeled variable. You will learn several clustering and dimension reduction algorithms for unsupervised learning as well as how to select the algorithm that best suits your data. The hands-on section of this course focuses on using best practices for unsupervised learning.;False;[];Intermediate;;5685;['IBM'];English;99;['en'];4.757575757575758;['Probability & Statistics', 'Dimensionality Reduction', 'Unsupervised Learning', 'Experiment', 'Theoretical Computer Science', 'Linear Algebra', 'General Statistics', 'Mathematics', 'Algorithms', 'Machine Learning', 'Data Clustering Algorithms', 'Machine Learning Algorithms']
Big Data Analysis with Scala and Spark;Manipulating big data distributed over a cluster using functional concepts is rampant in industry, and is arguably one of the first widespread industrial uses of functional ideas. This is evidenced by the popularity of MapReduce and Hadoop, and most recently Apache Spark, a fast, in-memory distributed collections framework written in Scala. In this course, we'll see how the data parallel paradigm can be extended to the distributed case, using Spark throughout. We'll cover Spark's programming model in detail, being careful to understand how and when it differs from familiar programming models, like shared-memory parallel collections or sequential Scala collections. Through hands-on examples in Spark and Scala, we'll learn when important issues related to distribution like latency and network communication should be considered and how they can be addressed effectively for improved performance.;True;['Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Arabic', 'French'];Mixed;;89884;['École Polytechnique Fédérale de Lausanne'];English;2504;['pt', 'it', 'vi', 'de', 'ru', 'es', 'ar', 'fr', 'en'];4.65335463258786;['Data Management', 'Apache', 'Big Data', 'Scala Programming', 'Apache Spark']
Cloud Data Engineering;Welcome to the third course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will learn how to apply Data Engineering to real-world projects using the Cloud computing concepts introduced in the first two courses of this series. By the end of this course, you will be able to develop Data Engineering applications and use software development best practices to create data engineering applications. These will include continuous deployment, code quality tools, logging, instrumentation and monitoring. Finally, you will use Cloud-native technologies to tackle complex data engineering solutions. ;True;[];Intermediate;;1514;['Duke University'];English;16;['en'];4.5;['Databases', 'Database Administration', 'Microservices', 'Cloud Computing']
Customising your models with TensorFlow 2;Welcome to this course on Customising your models with TensorFlow 2!;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;9505;['Imperial College London'];English;124;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.790322580645161;['Machine Learning', 'Tensorflow']
Линейная алгебра: от идеи к формуле;Основная особенность курса — геометрический подход к изложению. В каждом сюжете сначала мы рассказываем идею определения, пусть иногда и нестрого, а уже затем вводим формальное определение. В частности, линейные операторы, собственные векторы и числа появляются до матриц и определителей. Матрицы мы излагаем как способ записи линейного оператора. В силу этой особенности курс может быть интересен и тем, кто уже освоил стандартный вводный курс линейной алгебры.;True;[];Beginner;;1308;['HSE University'];Russian;18;['ru'];4.444444444444445;['Linear Algebra', 'Mathematics']
Fundamentals of Machine Learning in Finance;The course aims at helping students to be able to solve practical ML-amenable problems that they may encounter in real life that include: (1) understanding where the problem one faces lands on a general landscape of available ML methods, (2) understanding which particular ML approach(es) would be most appropriate for resolving the problem, and (3) ability to successfully implement a solution, and assess its performance.  ;True;['French', 'Portuguese (Portugal)', 'Russian', 'Spanish'];Intermediate;;16297;['New York University'];English;297;['fr', 'pt', 'ru', 'es', 'en'];3.801346801346802;['Machine Learning']
Developing Applications with SQL, Databases, and Django;The essentials of application development are accessing, processing, and presenting data. Data is stored in various databases, either on-premise or on the cloud, and developers will need to learn how to talk to them via programming languages.;False;[];Intermediate;;4216;['IBM'];English;38;['en'];4.5;['Database Administration', 'Application Development', 'Database Design', 'Statistical Programming', 'Web Development', 'Other Web Frameworks', 'Computer Programming Tools', 'SQL', 'Databases', 'Software Engineering', 'Web Design', 'Data Management', 'Computer Programming', 'Database Application']
Building Modern .NET Applications on AWS;In modern cloud native application development, it’s oftentimes the goal to build out serverless architectures that are scalable, are highly available, and are fully managed. This means less operational overhead for you and your business, and more focusing on the applications and business specific projects that differentiate you in your marketplace. In this course, we will be covering how to build a modern, greenfield serverless backend on AWS. ;True;[];Intermediate;;1524;['Amazon Web Services'];English;0;['en'];;['Computer Networking', "Euler'S Totient Function", 'Mathematics', 'Https', 'Event-Driven Architecture', 'Theoretical Computer Science', 'Performance', 'Application Programming Interfaces', 'Software Engineering', 'Security Engineering', 'Computer Programming']
Прикладные задачи анализа данных;Методы машинного обучения — будь то алгоритмы классификации или регрессии, методы кластеризации или алгоритмы понижения размерности — применяются к подготовленным данным с вычисленными признаками для решения уже сформулированной задачи. Однако специалисты по анализу данных редко оказываются в такой идеальной ситуации. Обычно перед ними ставят задачи, которые нуждаются в уточнении формулировки, выборе метрики качества и протокола тестирования итоговой модели. Данные, с которыми нужно работать, часто представлены в непригодном виде: они зашумлены, содержат ошибки и выбросы, хранятся в неудобном формате и т. д.;True;[];Intermediate;;18362;['Moscow Institute of Physics and Technology', 'Yandex', 'E-Learning Development Fund'];Russian;731;['ru'];4.350205198358413;['Mathematics', 'General Statistics', 'Machine Learning', 'Recommender Systems', 'Natural Language Processing', 'Probability & Statistics', 'Analysis', 'Time Series']
Reinforcement Learning for Trading Strategies;In the final course from the Machine Learning for Trading specialization, you will be introduced to reinforcement learning (RL) and the benefits of using reinforcement learning in trading strategies. You will learn how RL has been integrated with neural networks and review LSTMs and how they can be applied to time series data. By the end of the course, you will be able to build trading strategies using reinforcement learning, differentiate between actor-based policies and value-based policies, and incorporate RL into a momentum trading strategy.;True;[];Intermediate;;10249;['New York Institute of Finance', 'Google Cloud'];English;176;['en'];3.647727272727273;['Machine Learning', 'Finance', 'Strategy', 'Trading', 'Reinforcement Learning', 'Investment Management', 'Reinforcement']
Introduction to Graph Theory;|We invite you to a fascinating journey into Graph Theory — an area which connects the elegance of painting and the rigor of mathematics;  is simple, but not unsophisticated. Graph Theory gives us, both an easy way to pictorially represent many major mathematical results, and insights into the deep theories behind them. |;True;['Greek', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish', 'Arabic', 'French', 'Portuguese (Portugal)'];Beginner;;40336;['University of California San Diego', 'HSE University'];English;856;['el', 'it', 'vi', 'de', 'ru', 'es', 'ar', 'fr', 'pt', 'en'];4.519859813084112;['Research and Design', 'Planar Graphs', 'Entrepreneurship', 'Problem Solving', 'Theoretical Computer Science', 'Graphs', 'Mathematics', 'Graph Theory', 'Leadership and Management']
Herramientas para la ciencia de datos;¿Cuáles son algunas de las herramientas de ciencia de datos más populares, cómo las usa y cuáles son sus características? En este curso, aprenderá sobre Jupyter Notebooks, RStudio IDE, Apache Zeppelin y Data Science Experience. Aprenderá para qué se utiliza cada herramienta, qué lenguajes de programación pueden ejecutar, sus características y limitaciones. Con las herramientas alojadas en la nube en Cognitive Class Labs, podrá probar cada herramienta y seguir las instrucciones para ejecutar código simple en Python, R o Scala. Para finalizar el curso, creará un proyecto final con un Jupyter Notebook en IBM Data Science Experience y demostrará su competencia preparando un cuaderno, escribiendo Markdown y compartiendo su trabajo con sus compañeros.;False;['Korean', 'English'];Beginner;;800;['IBM'];Spanish;24;['ko', 'en', 'es'];4.458333333333333;['Open Source', 'Process', 'Statistical Programming', 'Modeling', 'R Programming', 'ArcGIS', 'Application Programming Interfaces']
Build and Operate Machine Learning Solutions with Azure;Azure Machine Learning is a cloud platform for training, deploying, managing, and monitoring machine learning models. In this course, you will learn how to use the Azure Machine Learning Python SDK to create and manage enterprise-ready ML solutions.;True;[];Intermediate;;198;['Microsoft'];English;1;['en'];5;['Computer Networking', 'Database Administration', 'Application Development', 'Mathematical Theory & Analysis', 'Network Architecture', 'Experiment', 'Mathematics', 'Change Management', 'Interfaces', 'Monitor Mode', 'Systems Design', 'Data Analysis', 'General Statistics', 'Statistical Machine Learning', 'Hyperparameter', 'Databases', 'Software Engineering', 'Security Engineering', 'Software Security', 'System Security', 'Machine Learning', 'Bayesian Statistics', 'Computer Architecture', 'Cloud Computing', 'Operating Systems', 'Probability & Statistics', 'Hyperparameter Optimization', 'Feature Engineering']
Основы машинного обучения;|Сейчас термины “машинное обучение” или даже “искусственный интеллект” у всех на слуху. Местами это преувеличение и хайп, но у машинного обучения действительно есть много полезных и важных применений. Вы сталкиваетесь с этим каждый день: когда вы ищете что-то в интернете, поисковик предлагает вам странички на основе сложного сопоставления текстов и анализа ваших данных; когда вы жалуетесь в службу поддержки какого-нибудь сервиса или магазина, с большой вероятностью вам отвечает бот; если у вас умные часы, то они, вероятно, используют методы машинного обучения, чтобы понимать, когда вы сидите, стоите или бегаете.|;True;[];Intermediate;;2123;['HSE University'];Russian;32;['ru'];4.5625;['Machine Learning', 'Mathematical Theory & Analysis', 'Regression', 'Linear Algebra', 'Mathematics', 'Theoretical Computer Science', 'Algorithms', 'Machine Learning Algorithms', 'Probability & Statistics', 'Deep Learning', 'K-Medoids', 'Broyden Fletcher Goldfarb Shanno Algorithm']
Построение выводов по данным;Влияет ли знание методов анализа данных на уровень заработной платы? Работает ли система оценки кредитоспособности клиентов банка? Действительно ли новый баннер лучше старого? Чтобы ответить на такие вопросы, нужно собрать данные. Данные почти всегда содержат шум, поэтому утверждения, которые можно сделать на их основе, верны не всегда, а только с определённой вероятностью. Строить наиболее корректные выводы и численно оценивать степень уверенности в них помогают методы статистики. ;True;[];Advanced;;21938;['Moscow Institute of Physics and Technology', 'Yandex', 'E-Learning Development Fund'];Russian;1014;['ru'];4.708086785009862;['Statistical Analysis', 'Entrepreneurship', 'Econometrics', 'Market Research', 'Data Analysis', 'Business Analysis', 'General Statistics', 'Software Engineering', 'Design and Product', 'A/B Testing', 'Hypothesis Testing', 'Statistical Hypothesis Testing', 'Software Testing', 'Research and Design', 'Hypothesis', 'Probability & Statistics']
Подготовка и анализ данных в Tableau;Анализ данных позволяет получить ценную информацию из больших и разнообразных наборов данных. ;True;[];Advanced;;200;['Moscow Institute of Physics and Technology'];Russian;2;['ru'];5;['Tableau Software', 'Data Visualization Software', 'Data Analysis Software']
AI Workflow: Feature Engineering and Bias Detection;This is the third course in the IBM AI Enterprise Workflow Certification specialization.    You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.  ;False;[];Advanced;;2636;['IBM'];English;60;['en'];4.45;['Statistical Analysis', 'Machine Learning', 'Data Analysis', 'Data Visualization', 'Probability & Statistics', 'Statistical Visualization', 'Algorithms', 'Exploratory Data Analysis', 'Outlier', 'Unsupervised Learning', 'Theoretical Computer Science', 'Business Analysis']
Functional Program Design in Scala (Scala 2 version);In this course you will learn how to apply the functional programming style in the design of larger Scala applications. You'll get to know important new functional programming concepts, from lazy evaluation to structuring your libraries using monads. We'll work on larger and more involved examples, from state space exploration to random testing to discrete circuit simulators. You’ll also learn some best practices on how to write good Scala code in the real world. Finally, you will learn how to leverage the ability of the compiler to infer values from types.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Chinese (China)', 'Italian', 'Vietnamese', 'Korean', 'German', 'Russian', 'Turkish', 'Spanish'];Intermediate;;295;['École Polytechnique Fédérale de Lausanne'];English;1;['ar', 'fr', 'pt', 'zh', 'it', 'vi', 'ko', 'de', 'ru', 'tr', 'es', 'en'];5;['Software Framework', 'Compiler', 'System Programming', 'Computer Programming Tools', 'Writing', 'Theoretical Computer Science', 'Little B (Programming Language)', 'Programming Principles', 'Mathematics', 'Algorithms', 'Computer Programming', 'Other Programming Languages', 'Computational Logic', 'Algebra', 'Combinatorics', 'For Loop', 'Communication', 'Operating Systems']
Microsoft Azure Machine Learning for Data Scientists;Machine learning is at the core of artificial intelligence, and many modern applications and services depend on predictive machine learning models. Training a machine learning model is an iterative process that requires time and compute resources. Automated machine learning can help make it easier. In this course, you will learn how to use Azure Machine Learning to create and publish models without writing code.;True;[];Intermediate;;257;['Microsoft'];English;1;['en'];5;['Research and Design', 'Microsoft Azure', 'Regression', 'Regression Analysis', 'Algorithms', 'Advertising', 'Visual Design', 'General Statistics', 'Machine Learning Algorithms', 'Cloud Computing', 'Machine Learning', 'Statistical Classification', 'Instructional Design', 'Theoretical Computer Science', 'Probability & Statistics', 'Supervised Learning']
Big Data Analysis Deep Dive;The job market for architects, engineers, and analytics professionals with Big Data expertise continues to increase. The Academy’s Big Data Career path focuses on the fundamental tools and techniques needed to pursue a career in Big Data. ;True;[];Intermediate;;280;['Alibaba Cloud Academy'];English;3;['en'];3.666666666666666;['Computer Graphics', 'Statistical Programming', 'Theoretical Computer Science', 'Software Engineering', 'Ad Hoc Reporting', 'Software Testing', 'Distributed Computing Architecture', 'Computer Graphic Techniques', 'Big Data', 'SQL', 'Algorithms', 'Data Analysis', 'Jtest', 'Data Management', 'Computer Architecture', 'Academic Writing', 'Hive', 'Computer Programming', 'Lempel Ziv Welch']
Introducción al procesamiento de lenguaje natural;Este curso te brindará los conocimientos introductorios sobre el procesamiento de lenguaje natural y las diversas tareas relacionadas al pre procesamiento de grandes volúmenes de texto.;True;[];Beginner;;1614;['Universidad Austral'];Spanish;8;['es'];4.5;['Machine Learning', 'Text Mining', 'Data Mining']
Full Stack Cloud Development Capstone Project;In this project you will demonstrate the skills that you have mastered in cloud native application development. You will apply your new knowledge to a real-life challenge and use your expertise to develop a successful solution.;False;[];Intermediate;;2176;['IBM'];English;13;['en'];4.076923076923077;['Superuser', 'Human Computer Interaction', 'Distributed Computing Architecture', 'Cloud Computing', 'Other Web Frameworks', 'Theoretical Computer Science', 'Application Development', 'IBM Cloud', 'Web Development', 'Front And Back Ends', 'Computer Architecture', 'Software Engineering', 'Computer Programming', 'Menu Extra', 'Kubernetes', 'Software Architecture']
Cloud Machine Learning Engineering and MLOps;Welcome to the fourth course in the Building Cloud Computing Solutions at Scale Specialization! In this course, you will build upon the Cloud computing and data engineering concepts introduced in the first three courses to apply Machine Learning Engineering to real-world projects. First, you will develop Machine Learning Engineering applications and use software development best practices to create Machine Learning Engineering applications. Then, you will learn to use AutoML to solve problems more efficiently than traditional machine learning approaches alone. Finally, you will dive into emerging topics in Machine Learning including MLOps, Edge Machine Learning and AI APIs. ;True;[];Intermediate;;1011;['Duke University'];English;13;['en'];4.846153846153846;['Machine Learning', 'Continuous Delivery', 'DevOps', 'Microservices']
Digital Signal Processing 2: Filtering;Digital Signal Processing is the branch of engineering that, in the space of just a few decades, has enabled unprecedented levels of interpersonal communication and of on-demand entertainment. By reworking the principles of electronics, telecommunication and computer science into a unifying paradigm, DSP is a the heart of the digital revolution that brought us CDs, DVDs, MP3 players, mobile phones and countless other devices. ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;9766;['École Polytechnique Fédérale de Lausanne'];English;132;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.734848484848484;['Signal Processing', 'Mathematical Theory & Analysis', 'Probability & Statistics', 'Theoretical Computer Science', 'General Statistics', 'Mathematics', 'Algorithms', 'Applied Mathematics']
Securing and Integrating Components of your Application;In this course, application developers learn how to design and develop cloud-native applications that seamlessly integrate managed services from Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants learn how to apply best practices for application development and use the appropriate Google Cloud storage services for object storage, relational data, caching, and analytics. Learners can choose to complete labs in their favorite language: Node.js, Java, or Python.;True;[];Intermediate;;18583;['Google Cloud'];English;1257;['en'];4.569610182975338;['Identity Management', 'Authentication', 'Software Framework', 'System Programming', 'Application Programming Interfaces', "Euler'S Totient Function", 'Computer Architecture', 'Theoretical Computer Science', 'Machine Learning', 'Google Cloud Platform', 'Computer Programming', 'Software Architecture', 'Distributed Computing Architecture', 'Software Engineering', 'Operating Systems', 'Cloud API', 'Publish Subscribe Pattern', 'Computer Programming Tools', 'Cloud Computing']
App Deployment, Debugging, and Performance;In this course, application developers learn how to design and develop cloud-native applications that seamlessly integrate managed services from Google Cloud. Through a combination of presentations, demos, and hands-on labs, participants learn how to apply best practices for application development and use the appropriate Google Cloud storage services for object storage, relational data, caching, and analytics. Learners can choose to complete labs in their favorite language: Node.js, Java, or Python.	;True;[];Intermediate;;19885;['Google Cloud'];English;1086;['en'];4.569060773480663;['Theoretical Computer Science', 'Computational Thinking', 'Continuous Integration', 'Google Cloud Platform', 'Performance', 'DevOps', 'Google App Engine', 'Computer Programming', 'Cloud Computing', 'Debugging']
Demand Forecasting Using Time Series;This course is the second in a specialization for Machine Learning for Supply Chain Fundamentals. In this course, we explore all aspects of time series, especially for demand prediction. We'll start by gaining a foothold in the basic concepts surrounding time series, including stationarity, trend (drift), cyclicality, and seasonality. Then, we'll spend some time analyzing correlation methods in relation to time series (autocorrelation). In the 2nd half of the course, we'll focus on methods for demand prediction using time series, such as autoregressive models. Finally, we'll conclude with a project, predicting demand using ARIMA models in Python.;True;[];Intermediate;;520;['LearnQuest'];English;8;['en'];3.375;['Mathematics', 'General Statistics', 'Autoregressive Integrated Moving Average', 'Probability & Statistics', 'Time Series', 'Forecasting']
Application Programming Fundamentals;In Object-Oriented Concepts, we will introduce the core concepts behind modern, object-oriented, programming.  We will discuss objects, classes, messaging, inheritance, polymorphism, and more.  As with Fundamentals of Programming, we will illustrate the concepts using the Python language, but they will be portable to other object-oriented programming languages.;True;[];Beginner;;315;['LearnQuest'];English;5;['en'];4.6;['Object-Oriented Programming', 'Modulo Operation', 'Theoretical Computer Science', 'Programming Principles', 'Mathematics', 'Microarchitecture', 'Computer Programming', 'Design Pattern', 'Data Structures']
Prepare for DP-100: Data Science on Microsoft Azure Exam;Microsoft certifications give you a professional advantage by providing globally recognized and industry-endorsed evidence of mastering skills in digital and cloud businesses.​​ In this course, you will prepare to take the DP-100 Azure Data Scientist Associate certification exam. ;True;[];Intermediate;;155;['Microsoft'];English;1;['en'];5;['Probability & Statistics', 'Coincidence', 'Strategy', 'General Statistics', 'Mathematics', 'Advertising', 'Programming Principles', 'Computational Thinking', 'Combine', 'Modeling', 'Entry Point', 'Machine Learning', 'Computer Programming', 'Theoretical Computer Science']
Google Cloud Big Data and Machine Learning Fundamentals en Español;En este curso a pedido y acelerado de 1 semana, los participantes descubrirán las capacidades de los macrodatos y del aprendizaje automático de Google Cloud Platform (GCP). Además, se proporciona una descripción general rápida de Google Cloud Platform y más detalles sobre las capacidades de procesamiento de datos.;True;['English'];Intermediate;;18056;['Google Cloud'];Spanish;619;['en', 'es'];4.67205169628433;['Bigquery', 'Machine Learning', 'Computer Architecture', 'Statistical Programming', 'Web Development', 'Cloud Computing', 'Data Visualization', 'Big Data', 'SQL', 'Distributed Computing Architecture', 'Databases', 'Cloud Storage', 'Data Visualization Software', 'Business Analysis', 'Data Management', 'Cloud API', 'Full-Stack Web Development']
Анализ данных: финальный проект;Финальный проект даст вам возможность применить полученные в рамках специализации знания к задаче из реального мира. Под руководством успешных специалистов в науке о данных вы сможете поработать над актуальным проектом в одной из областей: электронная коммерция, социальные медиа, информационный поиск, бизнес-аналитика и др.;True;[];Advanced;;3802;['Moscow Institute of Physics and Technology', 'Yandex', 'E-Learning Development Fund'];Russian;325;['ru'];4.72;['Machine Learning Software', 'Analysis', 'Probability & Statistics']
AI Workflow: Data Analysis and Hypothesis Testing;This is the second course in the IBM AI Enterprise Workflow Certification specialization.  You are STRONGLY encouraged to complete these courses in order as they are not individual independent courses, but part of a workflow where each course builds on the previous ones.  ;False;[];Advanced;;2789;['IBM'];English;91;['en'];4.21978021978022;['Probability & Statistics', 'Data Analysis', 'Null Hypothesis']
Digital Signal Processing 4: Applications;Digital Signal Processing is the branch of engineering that, in the space of just a few decades, has enabled unprecedented levels of interpersonal communication and of on-demand entertainment. By reworking the principles of electronics, telecommunication and computer science into a unifying paradigm, DSP is a the heart of the digital revolution that brought us CDs, DVDs, MP3 players, mobile phones and countless other devices. ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;6833;['École Polytechnique Fédérale de Lausanne'];English;46;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.717391304347826;['Computer Networking', 'Computer Graphics', 'Signal Processing', 'Theoretical Computer Science', 'Computer Graphic Techniques', 'Algorithms', 'Data Transmission']
Digital Signal Processing 3: Analog vs Digital;Digital Signal Processing is the branch of engineering that, in the space of just a few decades, has enabled unprecedented levels of interpersonal communication and of on-demand entertainment. By reworking the principles of electronics, telecommunication and computer science into a unifying paradigm, DSP is a the heart of the digital revolution that brought us CDs, DVDs, MP3 players, mobile phones and countless other devices. ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;7509;['École Polytechnique Fédérale de Lausanne'];English;59;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.813559322033898;['Computer Graphics', 'Interpolation', 'Signal Processing', 'Digital Signal Processing', 'Analog Design', 'Theoretical Computer Science', 'Algorithms']
Virtual Agent Development in Dialogflow CX for Software Devs;Welcome to "Virtual Agent Development in Dialogflow CX for Software Devs", the third course in the "Customer Experiences with Contact Center AI" series. ;True;[];Intermediate;;213;['Google Cloud'];English;2;['en'];4;['Audit', "Euler'S Totient Function", 'Cloud Computing', 'Journalism', 'Writing', 'Mathematics', 'Computational Thinking', 'Accounting', 'Network Architecture', 'Algebra', 'Software', 'Communication']
Machine Learning Algorithms: Supervised Learning Tip to Tail;This course takes you from understanding the fundamentals of a machine learning project. Learners will understand and implement supervised learning techniques on real case studies to analyze business case scenarios where decision trees, k-nearest neighbours and support vector machines are optimally used. Learners will also gain skills to contrast the practical consequences of different data preparation steps and describe common production issues in applied ML.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Mixed;;13501;['Alberta Machine Intelligence Institute'];English;382;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.675392670157068;['Theoretical Computer Science', 'Supervision', 'Regression', 'Machine Learning Algorithms', 'Probability & Statistics', 'Machine Learning']
Data Analysis Tools;In this course, you will develop and test hypotheses about your data. You will learn a variety of statistical tests, as well as strategies to know how to apply the appropriate one to your specific data and question. Using your choice of two powerful statistical software packages (SAS or Python), you will explore ANOVA, Chi-Square, and Pearson correlation analysis. This course will guide you through basic statistical principles to give you the tools to answer questions you have developed. Throughout the course, you will share your progress with others to gain valuable feedback and provide insight to other learners about their work.;True;[];Mixed;;42573;['Wesleyan University'];English;397;['en'];4.53904282115869;['Analysis', 'Experiment', 'Analysis Of Variance', 'General Statistics', 'Data Analysis', 'Statistical Tests', 'Probability & Statistics']
Optimizing Machine Learning Performance;This course synthesizes everything your have learned in the applied machine learning specialization. You will now walk through a complete machine learning project to prepare a machine learning maintenance roadmap. You will understand and analyze how to deal with changing data. You will also be able to identify and interpret potential unintended effects in your project. You will understand and define procedures to operationalize and maintain your applied machine learning model. By the end of this course you will have all the tools and understanding you need to confidently roll out a machine learning project and prepare to optimize it in your business context. ;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Mixed;;5379;['Alberta Machine Intelligence Institute'];English;38;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.578947368421052;['Mathematics', 'Performance', 'Business Requirements', 'Machine Learning']
Parallel programming;With every smartphone and computer now boasting multiple processors, the use of functional ideas to facilitate parallel programming is becoming increasingly widespread. In this course, you'll learn the fundamentals of parallel programming, from task parallelism to data parallelism. In particular, you'll see how many familiar ideas from functional programming map perfectly to to the data parallel paradigm. We'll start the nuts and bolts how to effectively parallelize familiar collections operations, and we'll build up to parallel collections, a production-ready data parallel collections library available in the Scala standard library. Throughout, we'll apply these concepts through several hands-on examples that analyze real-world data, such as popular algorithms like k-means clustering.;True;['Arabic', 'French', 'Portuguese (Portugal)', 'Italian', 'Vietnamese', 'German', 'Russian', 'Spanish'];Intermediate;;55093;['École Polytechnique Fédérale de Lausanne'];English;1806;['ar', 'fr', 'pt', 'it', 'vi', 'de', 'ru', 'es', 'en'];4.446290143964562;['Theoretical Computer Science', 'Unified Parallel C', 'Computational Thinking', 'Parallel Algorithm', 'Computer Programming', 'Task Parallelism', 'Data Parallelism', 'Parallel Computing']
Introduction to PyMC3 for Bayesian Modeling and Inference;The objective of this course is to introduce PyMC3 for Bayesian Modeling and Inference,  The attendees will start off by learning the the basics of PyMC3 and learn how to perform scalable inference for a variety of problems. This will be the final course in a specialization of three courses .Python and Jupyter notebooks will be used throughout this course to illustrate and perform Bayesian modeling with PyMC3.. The course website is located at https://sjster.github.io/introduction_to_computational_statistics/docs/index.html. The course notebooks can be downloaded from this website by following the instructions on page https://sjster.github.io/introduction_to_computational_statistics/docs/getting_started.html.;True;[];Beginner;;664;['Databricks'];English;4;['en'];3;['Research and Design', 'Chi-Squared Distribution', 'Theoretical Computer Science', 'Machine Learning', 'Hierarchical Database Model', 'Visual Design', 'Statistical Classification', 'Outlier', 'General Statistics', 'Studentized Residual', 'Decision Boundary', 'Probability & Statistics']
Data Analysis and Visualization;By the end of this course, learners are provided a high-level overview of data analysis and visualization tools, and are prepared to discuss best practices and develop an ensuing action plan that addresses key discoveries. It begins with common hurdles that obstruct adoption of a data-driven culture before introducing data analysis tools (R software, Minitab, MATLAB, and Python). Deeper examination is spent on statistical process control (SPC), which is a method for studying variation over time. The course also addresses do’s and don’ts of presenting data visually, visualization software (Tableau, Excel, Power BI), and creating a data story.              ;True;[];Beginner;;3306;['University at Buffalo', 'The State University of New York'];English;28;['en'];4.428571428571429;['Data Analysis Software', 'Entrepreneurship', 'Leadership and Management', 'Data Analysis', 'Strategy and Operations', 'Statistical Programming', 'Planning', 'Supply Chain and Logistics', 'Process Control', 'Matlab']
Desarrollo de Videojuegos en Unity: Una Introducción;Bienvenidos a esta introducción al desarrollo de videojuegos en Unity! Al finalizar este curso habrás desarrollado un juego 2D sencillo, y conocerás los conceptos necesarios para hacer este desarrollo desde el punto de vista de un programador en Unity. Aprenderás durante 8 semanas cómo crear la escena principal de un juego, cómo agregar código que defina el comportamiento de los personajes, cómo reflejar el estado del juego en elementos de interfaz y cómo publicar dicho prototipo en la web. Usamos Unity, un motor de juegos muy popular, con una gran cantidad de recursos disponibles y con una comunidad muy activa. Puedes ver ejemplos de lo que han desarrollado otros estudiantes en: http://padlet.com/Uniandes/DlloVideojuegos;True;[];Beginner;;30891;['Universidad de los Andes'];Spanish;259;['es'];4.397683397683398;['Java Annotation', 'Computer Programming']
